Company,items,industry,description
피엔케이피부임상연구센타,피부인체적용시험,"그외 기타 전문, 과학 및 기술 서비스업","기업개요
동사는 화장품, 건강기능식품, 미용기기 등 의약품을 제외한 피부에 적용되는 모든 제품에 대하여 안전성, 기능성, 효능을 검증하기 위하여 인체적용시험 및 in-vitro 시험을 수행함.
사업분야는 기능성화장품, 일반화장품, 미용기기, 건강기능식품 등의 인체적용시험, in vitro 시험, 빅데이터 컨설팅 서비스를 제공함.
주요 매출처는 국내외 화장품, 미용기기, 건강기능식품 제조 및 판매회사 등임.
출처 : 에프앤가이드"
한국파마,"완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)",의약품 제조업,"기업개요
동사는 1974년 9월 3일 민생제약사를 인수하였고, 1985년 12월 24일 한국파마 법인으로 전환하였음.
자체 R&D 개발을 통해 정신신경계, 순환기계, 소화기계, 항생항균 등 제조에 강점이 있으며 내분비, 호흡기, 소염제, 당뇨병 등 다양한 질환군의 기타 처방 의약품을 제조 및 판매함.
동사는 EU / cGMP(current Good Manufacturing Practice) 수준의 생산시설을 구축하였음.
출처 : 에프앤가이드"
화일약품,의약품 원료,의약품 제조업,"기업개요
동사는 1980년 의약품 원료의 제조, 판매 등을 주 영업 목적으로 설립됨. 1987년부터 제조시설을 갖추고 원료의약품 제조업체로 변신함.
기존의 원료의약품 사업분야에서 코엔자임큐텐을 비롯한 식품원료, 완제 사업인 세팔로스포린계 항생제 사업으로 사업분야를 다각화함.
CGMP급 설비시설을 갖춘 원료합성공장을 추가로 신축하여 BGMP승인을 받았으며, 2018년부터 일본 등 선진시장 수출에 주력하고 있음.
출처 : 에프앤가이드"
휴비츠,"자동검안기, 자동렌즈미터",의료용 기기 제조업,"기업개요
동사는 1999년 4월에 설립되었으며 안과 및 안경점용 필수 진단기기 제조 판매 사업, 광전자 의료계측기기의 제조 및 판매를 주요사업으로 영위함.
안광학 의료기기 전문기업으로 기계·전자·컴퓨터 기반의 광학기술로 검안기기, 안과용 진단기, 산업용 검사기기 등을 공급함.
안경점/안과에서 수요가 발생하는 검안기, 렌즈가공기, 렌즈미터, 리플렉터 등이 꾸준하게 현금창출원이 되는 장비임.
출처 : 에프앤가이드"
경보제약,"아토르바스타틴, 세프티족심, 세프트리약손",기초 의약물질 및 생물학적 제제 제조업,"기업개요
종근당 그룹의 계열사로 1987년 3월 설립되어 2007년 경보제약으로 사명 변경하였으며, 원료의약품과 완제의약품을 주요 사업으로 영위.
순환기 약물과 흡입마취제 등 전문의약품과 다양한 일반의약품도 시판하며 의료기기, 동물의약품 및 영양제 등 동물건강분야 사업도 활발하게 전개중임.
2019년도부터는 의료기기 사업을 추가하여 사업성을 다각화하는 등 수익성을 증대할 수 있는 분야의 개척을 위해 노력하고 있음.
출처 : 에프앤가이드"
더메디팜,의료기기 도매,기계장비 및 관련 물품 도매업,"기업개요
동사는 의료기기, 의료용품 등의 메디컬 부문과 의약품 부문의 사업을 영위함.
메디컬사업부문은 정형외과 병원에 최적화된 공급시스템을 확보하여 직접적인 의료행위 이외에 인공고관절, 인공슬관절 등, 병의원 전반에 필요한 의료소모품을 제공하는 의료MRO 전문 회사로써 인공관절을 주로 납품하고 있음.
데미안투자조합, 비케이엘투자조합 등 총 8개의 종속기업을 보유하고 있음.
출처 : 에프앤가이드"
삼진제약,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",의약품 제조업,"기업개요
동사는 일반의약품과 다양한 진료 영역의 전문의약품, 정밀한 기술력을 자랑하는 원료의약품에 이르기까지 폭넓은 포트폴리오가 있음.
주요 제품으로는 환자의 삶의 질 향상을 위한 일반의약품으로 소염진통제 '게보린(정제)' 및 식욕촉진제 '트레스탄(캡슐제)' 등이 있음.
고령화 사회로 증가하는 만성질환의 치료를 위한 전문의약품으로 항혈전제 '플래리스(정제)' 및 뇌기능개선제 '뉴티린(캡슐제)' 등을 보유,
출처 : 에프앤가이드"
에이프로젠,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",기타 금속 가공제품 제조업,"기업개요
동사는 Hardfacing, 철강판매사업과 연결 종속회사인 에이프로젠제약의 의약품사업, 에이프로젠헬스케어앤게임즈의 게임사업을 영위하고 있음.
또한 2021.06.01 일자로 동사로부터 물적분할된 연결종속회사인 에이프로젠아이앤씨의 단열공사사업(Nukon System(원자력발전소 특수보온) 포함)을 영위.
신사업을 위한 바이오의약품사업본부(바이오시밀러 글로벌 유통업 포함)를 보유.
출처 : 에프앤가이드"
오리엔트바이오,의약품 제조,의약품 제조업,"기업개요
동사는 1959년 4월 설립되었으며, 현재는 '실험동물의 생산, 수출, 수입 및 생명과학 관련 연구개발업 등'을 주된 영업목적으로 영위함.
주요 사업으로는 국내유일의 국제표준유전자 고품질 실험동물의 생산공급, 의료 및 실험에 소요되는 장비 개발/생산/판매, 발모제등 신약 개발 등이 있음.
개별공조 케이지 시스템은 미국, 일본, 유럽 등지로 수출되고 있는 세계적인 제품임.
출처 : 에프앤가이드"
일동제약,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등",의약품 제조업,"기업개요
동사는 의약품, 의약품 원료, 건강보조식품 및 특수영양식품의 제조 및 판매 사업 등을 주로 하고 있음.
회사의 주요 생산 품목인 의약품에는 활성비타민인 아로나민류, 항생제인 후루마린 등이 있으며, 제8기 1분기말 연결기준 146,058백만원의 매출을 기록하였음.
동사는 연구개발 경쟁력 강화를 위해 지속적으로 투자규모를 확대해가고 있으며 안질환 치료제, 당뇨병 치료제 등 신약을 개발하기 위해 노력하고 있음.
출처 : 에프앤가이드"
현대약품,"타코실, 마이녹실, 테놀민, 미에로화이바 등",의약품 제조업,"기업개요
동사는 1965년 설립 이래 시노카 등의 의약품과 미에로화이바 등의 건강기능음료의 제조, 판매 등을 주요 사업으로 영위하고 있음.
국내 최초로 개발한 기능성 음료인 미에로화이바를 비롯하여 장기능 개선을 위한 헬씨올리고, 건강한 삶을 유지하기 위한 일반의약품인 물파스, 버물리를 생산.
FDA승인을 받은 탈모치료제 마이녹실 및 전문의약품인 고혈압치료제 테놀민, 기침을 진정시키는 레보투스시럽 등 다양한 의약품을 생산함.
출처 : 에프앤가이드"
HLB바이오스텝,비임상실험 유효성(약리)평가,자연과학 및 공학 연구개발업,"기업개요
동사는 신약 등 신규 개발 물질에 대한 비임상 실험을 진행하는 비임상CRO를 주된 사업으로 영위하고 있음.
사람의 질병치료를 목적으로 하는 의약품 개발과정에 있어서 실험동물을 대상으로 물질을 테스트하는 비임상 CRO 사업을 영위함.
바이오벤처가 인용의약품으로 개발 중인 후보물질 중 비임상CRO를 통해 동물에 효과가 입증된 물질을 동물용 의약품으로 공동개발하는 방식을 추진함.
출처 : 에프앤가이드"
그린생명과학,의약품 중간체 등,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2005년 4월 1일 설립되었으며, 2009년 12월 22일자로 상장되어 코스닥시장에서 매매가 개시됨.
글로벌 제약산업 시장을 대상으로 원료의약 및 의약품 중간체를 생산, 공급하고 있으며 신규 의약품중간체, 원료의약 등을 개발하고 있음.
글로벌 제약산업 시장을 대상으로 원료의약 및 의약품 중간체를 생산, 공급하고 있으며 신규 의약품중간체, 원료의약 등을 개발하고 있음.
출처 : 에프앤가이드"
네오펙트,라파엘스마트글러브 외,의료용 기기 제조업,"기업개요
당사는 2010년 6월 3일에 설립되어 AI 및 IoT기반 뇌졸중 및 척수손상환자용 재활의료기기 및 재활컨텐츠 등을 연구개발, 생산, 제작, 판매하고 있음.
주요사업은 AI 및 IoT기술을 기반으로 신경계 및 근골격계 질환 환자들의 재활훈련을 위한 재활의료기기 및 재활컨텐츠 연구개발, 제작 및 생산,판매하는 것임.
2019년 12월 미국 메사추세츠 주에 있는 의료법인 '커뮤니티 리햅 케어'를 인수하면서 원격의료 서비스까지 시작.
출처 : 에프앤가이드"
녹십자엠에스,"혈액백, 진단시약, 혈액투석액",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 체외진단용의약품 및 의료기기 제조판매업, 의약품 및 의약부외품 제조판매업 등을 사업목적으로 하여 2003년에 설립됨.
동사가 영위하고 있는 사업은 크게 진단시약, 혈액투석액, 당뇨 3개 사업부문으로 구성되어 있음.
다양한 분야의 상품을 같이 취급함으로써 보건소, 검진센터, 내과의원, 피부과, 성형외과의원, 병원, 종합병원, 대학병원 등 다양한 매출처에 납품하고 이에 따른 넓은 국내 영업네트워크를 보유함.
출처 : 에프앤가이드"
레이,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",의료용 기기 제조업,"기업개요
동사는 2004년 설립 후 치과용 디지털 X-ray 영상진단 장비를 개발하여 생산 및 판매를 시작함.
디지털 X-ray 영상진단을 기반으로 치과용 디지털 엑스레이 영상 솔루션을 개발하여 상품화에 성공한 기술 중심의 X-ray 전문기업.
매출 구성은 2D(Pano, Ceph Kit) 및 3D(CT) 등을 다루는 디지털 진단 시스템이 34.66%, 3D 프린터 솔루션을 포함한 디지털 치료 솔루션이 65.34%를 차지하였음.
출처 : 에프앤가이드"
마크로젠,"DNA Sequencing, Microarray, Genetically Engineered Mouse","그외 기타 전문, 과학 및 기술 서비스업","기업개요
동사는 1997년 설립되어 2000년에 코스닥 시장에 상장한 기업으로, 유전체 분석, 올리고 합성, 마이크로어레이 분석, 유전자 편집 마우스 생산 등을 주요 사업으로 영위하고 있음.
동사는 20년 이상 꾸준히 유전체 분석 사업을 해오며 기술력과 노하우 및 데이터베이스를 확보하고 있으며, 세계 153여개국에 18,000여 고객을 확보함.
연결대상 종속법인으로는 해외 소재의 유전체 분석 기업 3개사를 보유함.
출처 : 에프앤가이드"
메디포스트,제대혈은행,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2000년 설립되어 2005년 코스닥 시장에 상장되었으며 제대혈 보관, 건강기능식품 판매, 줄기세포치료제 개발 및 판매 사업을 영위하고 있음.
국내 1위의 제대혈은행 사업자. R&D 파이프라인으로 무릎 퇴행성관절염 치료제 카티스템, 기관지폐이형성증 치료제 뉴모스템, 알츠하이머병 치료제 뉴로스템 등을 보유함.
연결대상 종속회사로 MEDIPOST America와 이뮤니크를 보유. 메디포스트메디투어와 큐로닉스는 기중 청산 완료.
출처 : 에프앤가이드"
멕아이씨에스,인공호흡기,의료용 기기 제조업,"기업개요
동사는 1998년 설립되어 인공호흡기 및 환자감시장치를 제조, 판매하고 있음.
그 외 산소포화도 측정기 등의 기타제품과 인공호흡기 소모품 등을 제조, 판매하고 있음.
2023년 1분기 매출액 중 인공호흡기는 62.2%, 환자감시장치는 5.0%의 비중을 차지하며, 산소포화도 측정기 등 기타제품은 19.2%, 인공호흡기 소모품 등의 상품은 13.6%의 비중을 차지하고 있음.
출처 : 에프앤가이드"
바이오솔루션,"세포치료제, 인체조직모델 등",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2000년에 설립된 세포치료제 개발업체로 2018년 코스닥시장에 기술특례 상장함. 2016년 사명을 바이오솔루션으로 변경함.
세포치료제(화상치료제), 인체 줄기세포유래물질 및 펩타이드(화장품), 인체조직모델 분야의 사업을 영위중임.
주요 제품으로 관절 치료제인 카티라이프, 카티로이드가 있으며, 피부치료제인 케라힐, 케라힐-알로, 동물시험대체로서의 인체조직모델, 대체시험서비스, 화장품원료인 스템수, 엑소좀 등이 있음.
출처 : 에프앤가이드"
뷰노,"뷰노메드 음성솔루션, 뷰노메드 영상솔루션, 기타 솔루션 등",소프트웨어 개발 및 공급업,"기업개요
동사는 2014년 12월 설립되었으며, 의료용 인공지능 진단 솔루션을 개발하는 기업임.
동사는 의료 인공지능 딥러닝 기술력을 토대로 생체신호, 의료 영상(엑스레이, CT, MRI, 안저영상 등) 등 광범위한 의료 데이터를 학습 및 분석, 진단하여 예후/예측 등의 서비스 사업을 영위 중.
동사의 제품은 진단솔루션, 예후ㆍ예측 솔루션, 서버 등 크게 3가지 영역으로 구분되어 있고, 의료 부문의 인공지능 소프트웨어를 상용화 하였음.
출처 : 에프앤가이드"
비엘팜텍,건강보조식품 등,음·식료품 및 담배 도매업,"기업개요
2008년 7월 회사 분할 후 종속기업인 네추럴에프앤피의 기존 제조사업의 안정적인 기반 위에 유통사업부, 해외사업부로 세분하여 운영하고 있음.
주로 건강기능식품을 위탁제조하여 홈쇼핑 등 온/오프라인을 통해 유통하고 있으며 자회사인 네추럴에프앤피는 OEM생산을 주로 하고 있음.
건강기능식품시장 성숙에 따라 기존의 네트워크, 식품대기업, 홈쇼핑 및 계열사를 통한 OEM 방식의 주문 등으로 안정적인 매출기반 확보에 노력 중.
출처 : 에프앤가이드"
솔본,경영자문 및 지주사업,회사 본부 및 경영 컨설팅 서비스업,"기업개요
동사는 1994년 8월 설립되어 1999년 8월 코스닥시장에 상장됨. 2004년 3월 상호를 새롬기술에서 솔본으로 변경함.
동사는 주식소유를 통한 타법인 경영참여 및 경영자문을 제공하는 지주사업과 부동산임대업 등을 주요 목적사업으로 하고 있음.
동사는 투자, 미디어, 의료-IT 등 다양한 분야의 전문 자회사를 통해 기업가치 극대화를 추구함. 인피니트헬스케어, 포커스신문사, 솔본인베스트먼트 등의 계열회사를 소유하고 있음.
출처 : 에프앤가이드"
쎌바이오텍,유산균 원말 및 완제품,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 1995년 설립되어 토종유산균의 개발, 유산균의 고농도 배양방법 개발, 고농도 유산균 원말 개발 및 판매업을 영위하고 있음. 2002년에 코스닥 시장에 상장함.
동사는 듀오락 브랜드 유산균 완제품을 판매하고 있으며, 상온 보존성과 제품개발시 안정성이 높은 듀얼코팅 프로바이오틱스를 개발하여 국내, 일본, EU, 미국, 중국 특허를 받음.
제품 유통망으로 국내 쎌바이오텍인터내셔날, 해외 덴마크 및 프랑스의 자회사를 활용.
출처 : 에프앤가이드"
아미노로직스,DVR용 영상처리 칩,기타 전문 도매업,"기업개요
동사는 1997년 9월 3일자로 설립되었으며, 2004년 6월 2일에 코스닥시장 상장을 승인 받아 회사의 주식이 2004년 6월 4일자로 상장되어 코스닥시장에서 매매가 개시함.
2009년 9월 23일자 임시주주총회를 통하여 회사의 상호가 에이로직스에서 아미노로직스로 변경됨.
동사의 영업부문은 원료의약품 유통사업부문, 아미노산 사업부문, IT사업부문(기타)으로 구분되어 있음.
출처 : 에프앤가이드"
엘앤케이바이오,척추 임플란트,의료용 기기 제조업,"기업개요
동사는 2008년 설립되어 정형외과용 의료기기 중 척추 임플란트를 개발, 제조 및 판매하고 있음.
척추 임플란트는 퇴행성 척추 질환, 척추골절, 척추측만증, 목디스크 등과 같은 척추 질환 치료의 표준 수술방법인 척추 유합술에 사용되는 의료기기임.
동사는 일반적인 척추수술과 관련된 모든 제품 라인업을 갖추고 있으며, 연구개발 단계에서부터 원재료 구매, 제품 제조 및 검사, 납품 단계에이르기까지 일련의 모든 사업을 영위하고 있음.
출처 : 에프앤가이드"
유바이오로직스,"경구용 콜레라 백신, 바이오의약품 수탁 연구 및 제조",의약품 제조업,"기업개요
동사는 물리, 화학 및 생물학 연구개발업을 영위할 목적으로 2010년 3월 설립되었으며 2017년 1월 코스닥 시장에 상장함.
주요제품은 콜레라백신 치료제(유비콜)과 바이오의약품 수탁 연구 및 수탁 제조 등이 있으며, 국내 중소 바이오업체들의 임상시료를 생산하고 있음.
춘천에 제1, 2공장 및 기업 부설연구소를 보유하고 있으며, 신규 예방 백신제품 개발 및 바이오의약품에 대한 CRMO 서비스 사업 병행하고 있음.
출처 : 에프앤가이드"
유틸렉스,"면역항암 세포치료제, 면역항암 항체치료제",기초 의약물질 및 생물학적 제제 제조업,"기업개요
2015년 설립된 동사는 면역항암 세포치료제와 면역항암 항체치료제 사업을 동시에 영위하고 있으며, 신기술 및 신약개발 제품 제조 및 판매하고 있음.
면역학 및 종양학에 대한 오랜 연구를 바탕으로 확보한 다양한 플랫폼 기술 기반의 항체치료제, T세포치료제 및 CAR-T치료제 등 차세대 면역항암제 연구개발을 진행하고 있음.
EU307은 2023년 2월 15일 국내 임상1상 임상시험계획서(IND) 승인이 완료됐음.
출처 : 에프앤가이드"
제노포커스,산업용 효소,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2000년에 설립되었으며, 미생물 대사를 이용한 산업용 특수 효소 개발/생산 전문 기업임. 2015년에 기술성평가 특례를 통해 코스닥 시장에 상장함.
효소 개량에 효과적으로 적용되는 미생물 디스플레이 기술, 대량생산 가능한 분비발현 기술 등의 플랫폼 기술을 보유함.
주요 제품으로 면역증강물질 GOS 제조에 쓰이는 락타아제, 반도체나 섬유세척 및 표백에 사용되는 과산화수소를 친환경적으로 분해하는 카탈라아제가 있음.
출처 : 에프앤가이드"
제이엘케이,"인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템",소프트웨어 개발 및 공급업,"기업개요
동사는 2019년 업계 최초로 코스닥 상장된 의료 AI 기업이며, 한국인 뇌 MR 영상센터와 독점 계약으로 10년 이상의 연구 데이터 확보.
동사는 AI 원천 알고리즘 기술을 기반으로, 뇌졸중의 전 주기에 특화된 AI 솔루션을 보유하여 골든 타임 내에 빠르고 정확한 진단 및 치료방침 결정을 지원하고 있음.
동사의 주요 제품은 다양한 의료 영상을 한 화면에서 분석하여 뇌졸중 진단 시스템을 지원하는 메디허브 스트로크 등이 있음.
출처 : 에프앤가이드"
지놈앤컴퍼니,"마이크로바이옴 기반 치료제, 화장품, 건강기능식품",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2015년 9월 24일 설립되어 인체 마이크로바이옴을 기반으로 질병을 예방하고 치료할 수 있는 생물학적 제제 연구 및 개발 사업을 영위함.
마이크로바이옴 분석을 통해 얻어진 자료를 바탕으로 후보균주를 확보하고, 이들 중 In vitro/in vivo 실험을 통해 관련 파이프라인을 확장하고 있음.
자체생산 시료를 활용하여 단기 독성 및 효능 평가를 위한 in vitro 및 in vivo 시험을 진행 중에 있음.
출처 : 에프앤가이드"
지엘팜텍,의약품 연구개발업,자연과학 및 공학 연구개발업,"기업개요
2002년 8월 설립되어 2016년 9월 ""아이비케이에스제2호기업인수목적'과 합병하였으며, 의약품의 제조 및 판매업을 주요 사업으로 영위.
2018년 1월 KGMP 보유업체인 지엘파마의 지분 100%를 인수하여 종속회사로 편입하였으며, ODM 사업과 지엘파마의 호르몬제제 생산라인 등을 적극 활용한 B2B 영업까지 사업영역을 확장.
개량신약 및 제네릭, 차별화된 컨셉을 적용한 일반의약품의 연구개발 진행 중.
출처 : 에프앤가이드"
진매트릭스,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단",자연과학 및 공학 연구개발업,"기업개요
동사는 2000년에 설립되어 자체개발한 분자진단 원천기술로 질병을 일괄 진단하는 의료기기를 개발, 판매하는 사업을 영위하고 있으며 2009년 코스닥시장에 상장함.
분자진단 사업부문과 체외진단 사업부문으로 구분하며, NeoPlex STI, OmniPlex-HPV, 생화학 및 래피드 등의 제품과 의료장비, LUCICA GA 등의 상품이 있음.
현재 연결대상 종속법인은 없음.
출처 : 에프앤가이드"
콜마비앤에이치,건강기능식품,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2004년 2월에 설립되었으며, 건강기능식품과 화장품 제조 및 판매를 주요 사업으로 영위함.
건강기능식품 및 화장품의 핵심 소재를 개발하는 소재 연구개발 전문기업으로, 천연물을 이용하여 개발한 소재를 사업화하여 건강기능식품 및 화장품을 ODM/OEM 방식으로 생산하여 판매함.
B2B 비즈니스가 주를 이루고 있으며, 주요 거래처로 애터미, 이마트, 퍼플랩스헬스케어 등이 있음.
출처 : 에프앤가이드"
큐라클,혈관질환치료제 등,자연과학 및 공학 연구개발업,"기업개요
동사는 플랫폼 기술을 기반으로 모세혈관 기능장애에 기인하는 난치성 혈관질환 치료제를 연구/개발하는 바이오 벤처기업임.
세계 최초로 혈관내피기능장애 차단제 개발에 특화된 신개념 플랫폼 기술인 SOLVADYS를 활용하여 혈관누수 및 염증 차단을 특징으로 하는 ED Blocker 물질, CU06-1004를 개발함.
CU06-1004는 2021년 기술수출을 통해 아시아를 제외한 전세계 지역에 대한 판권을 떼아오픈이노베이션에 이전함.
출처 : 에프앤가이드"
펩트론,약효지속성 의약품 및 펩타이드 소재,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 1997년 설립 이후 펩타이드 공학 및 약효지속화 기술을 바탕으로 약효지속성 의약품의 설계와 제조기술 개발, 펩타이드의 합성기술 개발과 신물질 발굴 등을 수행하고 있음.
주요 파이프라인은 크게 전립선암 치료제, 말단비대증 치료제, 2형 당뇨병치료제, 퇴행성신경질환 치료제 등으로 구분.
주사제 완제 생산 가능한 GMP 제조시설을 보유, 여기서 생산한 의약품으로 파킨슨병 임상시험 및 전립선암 치료제 생동시험을 진행중임.
출처 : 에프앤가이드"
대웅,"지주회사/의약품,화공약품,농예약품,위생용품,의료용구,식품,전기전자기구,부품 제조,판매",의약품 제조업,"기업개요
동사는 1961년 1월 대한비타민산업주식회사로 설립되어, 주식을 상장하였으며, 1978년 상호를 대웅제약으로 변경함.
2002년 10월 1일 회사 분할을 통하여 지주회사로 전환하였고, 의약품 생산 및 판매를 주요 사업으로 영위하고 있음.
전문의약품(ETC) 부문은 비대면 영업/마케팅 활동 강화 등을 통해 우루사, 루피어, 크레젯, 올메텍, 가스모틴 등 수익성 높은 자체개발 제품의 지속적인 매출 발생.
출처 : 에프앤가이드"
동아쏘시오홀딩스,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산",기타 금융업,"기업개요
동사는 지배회사로 전략적인 영업단위인 '지주사', '일반의약품 및 의약외품', '바이오시밀러 및 위탁의약품', '물류', '포장용기', '기타'의 보고부문을 가지고 있음.
제약 부문의 품목으로는 박카스, 판피린, 가그린 등이 있으며 물류 부문은 배송, 우송, 국제포워딩 등이 있음.
운송부문의 판매경로는 3PL국제영업부와 운송영업부를 운영하고 있으며 본사 직할, 지역별 사업부 및 담당DC를 통한 직접 판매를 원칙으로 함.
출처 : 에프앤가이드"
신흥,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",기계장비 및 관련 물품 도매업,"기업개요
동사는 치과용기자재의 제조 및 도소매를 목적으로 1964년 11월 13일에 설립되었으며, 1991년 유가증권시장에 상장함.
치과의료기기 제조 및 유통 전문업체로써 주요 제품은 치과용진료대, 치과용합금, 치과용 X선촬영기, 공기압축기 등이 있음.
전국 지점/유통/A/S망과 제조공장, 물류센터 등을 갖추고 효율적인 경영활동과 고객 서비스 제공이 될 수 있도록 사업을 전개함.
출처 : 에프앤가이드"
유유제약,"의약품 제조,판매",의약품 제조업,"기업개요
동사는 의약품 제조 및 판매를 주사업으로 영위하고 있는 회사로 1941년 유한무역회사로 설립되었음.
신약, 개량신약, 제네릭 의약품을 국내 병/의원에 공급하고 있으며 GMP생산시설을 확보하고 국내 제약기업에 제품을 납품하는 수탁사업과 동남아시아 등에 완제전문의약품을 수출하고 있음.
종속기업은 건강기능식품 제조 및 판매하는 유유헬스케어, 의료기기를 판매하는 유유메디컬스, 온라인유통 및 판매사업을 영위하고 있는 유유건강생활이 있음.
출처 : 에프앤가이드"
일양약품,"일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입",의약품 제조업,"기업개요
동사는 1946년 설립되어 의약품 등의 제조 및 판매업 등을 영위하는 기업으로 주요 제품으로는 놀텍, 슈펙트, 하이트린, 원비디 등이 있음.
동사의 신약 항궤양제 '놀텍'은 위십이지장궤양 및 위궤양으로 국내 14번째 신약으로 허가를 받은 이후 역류성식도염 및 H.pylori 제균요법 적응증을 추가하였음.
수출을 통한 시장 확대를 목적으로 WHO PQ승인을 완료하였으며, 여러 국가에 완제품 및 원료 수출을 진행하고 있음.
출처 : 에프앤가이드"
종근당,"딜라트렌,리피로우",의약품 제조업,"기업개요
동사는 2013년 11월 2일을 분할기준일로 투자사업부문을 담당하는 존속법인 종근당홀딩스와 의약품사업부문을 담당하는 신설회사인 종근당으로 인적분할되어 설립됨.
2013년 12월 6일에 한국거래소 유가증권시장에 재상장함.
신약 및 개량신약, 제네릭 의약품에 대한 우수한 개발능력을 보유, 연간 매출액 대비 10% 이상의 연구개발 투자를 집행하며 표적항암제, 자가면역질환 치료제 등 신약개발 임상 진행 중.
출처 : 에프앤가이드"
진원생명과학,플라스미드,의약품 제조업,"기업개요
동사는 초기에 의류용 심지 전문 제조와 판매를 목적으로 1976년에 설립되어 1987년 유가증권시장에 상장함.
주요 목적사업은 생명공학을 이용한 의약품 개발 등으로 확장한 상태이며 핵산 기반 바이오 신약과 항염증 치료 신약 등의 신약 개발 사업을 진행하고 있음.
동사는 현재 CMO 제조 및 생산, 심지 제조 및 생산을 영위하는 2개의 연결대상종속회사를 보유중임.
출처 : 에프앤가이드"
네이처셀,닥터쥬크르,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 2019년 5월 2일부터 주요 업종을 기초 의약물질 및 생물학적제제 제조업으로 변경하였음.
2023년 1분기 기준 동사는 전기 중 위생사업부문과 식품사업부문 내 발효사업부의 사업을 중단하고 관련사업 일체를 양도하였으며 보고서 기준일 현재 줄기세포사업과 식품사업을 영위하고 있음.
2023년 1분기 동사의 사업부문별 매출실적은 매출액 총 5,822백만원 중 줄기세포사업부문이 약 57%, 식품사업부문이 약 43%를 차지함.
출처 : 에프앤가이드"
녹십자웰빙,"전문의약품, 건강기능식품",의약품 제조업,"기업개요
전문의약품, 건강기능식품의 제조 및 판매, 의약품/천연물소재 연구개발을 주요 사업분야로 영위함.
인태반 추출물 가수분해물 주사인 라이넥 주사제를 중심으로 비타민, 미네랄, 항산화제 등의 영양주사제로 개개인의 부족한 영양을 보충할 수 있는 영양주사제와 비만영역이 주 타겟인 지씨아르기닌주 등을 출시함.
건강기능식품 사업의 경우 병의원 시장에 새롭게 선보이는 건강기능식품 브랜드 Dr.PNT를 출시함.
출처 : 에프앤가이드"
덴티스,임플란트외,의료용 기기 제조업,"기업개요
치과용 임플란트 제품을 주력으로 하는 동사는 보철, 시술기구를 포함하는 치과용 의료기기와 생체재료, 치과용 3D 프린터 및 수술등을 개발, 생산, 판매함.
한편 동사는 산학협력 개발을 통해 의료용 조명등 기기 중 치과용 진료 등을 먼저 개발완료하고 제품화하였음.
국내 치과 점유율 1위의 의료등 제품인 동사의 의료용 조명등 기기는 2017년 산업통상자원부로부터 인정받은 무영등 제품으로 국내외에서 기술력을 인정받고 있음.
출처 : 에프앤가이드"
드림씨아이에스,시판후조사대행(rPMS),자연과학 및 공학 연구개발업,"기업개요
동사는 제약회사, 바이오벤처 등에 임상개발과 관련한 전 영역에 걸친 서비스를 제공하는 임상시험수탁기관(CRO: Contract Research Organization)임.
제약사, 의료기기 개발사, 연구기관으로부터 임상시험을 받아 연구를 수행하고, 객관적 시험 결과를 전달하는 역할을 수행.
주요 서비스 영역은 의약품 임상시험 및 의약품 시판 후 조사(PMS) 등 임상시험 관련 종합적이고 전문적인 서비스를 제공.
출처 : 에프앤가이드"
디티앤씨알오,비임상 및 임상시험 대체 용역,자연과학 및 공학 연구개발업,"기업개요
의약품, 의료기기, 식품, 화학물질 및 화장품 등 다양한 영역에서 비임상 및 임상시험에 용역을 제공하는 Full-Service CRO 기업임.
의약품을 개발하는 제약사나 의료기기 제조업체, 건강기능식품 개발사 또는 연구기관으로부터 비임상과 임상시험을 위탁받아 연구를 수행하고, 객관적 시험 결과를 전달하는 역할을 함.
효능시험을 포함한 비임상시험 시장과 생물학적동등성(생동성) 및 1상을 포함한 임상시험 시장을 목표로 함.
출처 : 에프앤가이드"
